id,name,XX,type,measurement,institution,value,year
013123020,JPN Site 013123020,9.0,WD,DEGREES,Japan Ministry of Environment,221.13763651878986,2020
013123020,JPN Site 013123020,9.0,WS,M/S,Japan Ministry of Environment,2.37904769331845,2020
013123030,JPN Site 013123030,9.0,NO,PPB,Japan Ministry of Environment,3.5377338283555786,2020
013123030,JPN Site 013123030,9.0,NO2,PPB,Japan Ministry of Environment,13.554889303310059,2020
013123030,JPN Site 013123030,9.0,NOX,PPB,Japan Ministry of Environment,17.088390974340417,2020
013123030,JPN Site 013123030,9.0,RHUM,PERCENT,Japan Ministry of Environment,72.5515942960066,2020
013123030,JPN Site 013123030,9.0,TEMP,C,Japan Ministry of Environment,18.011581096815615,2020
013123030,JPN Site 013123030,9.0,WD,DEGREES,Japan Ministry of Environment,195.9353824215809,2020
013123030,JPN Site 013123030,9.0,WS,M/S,Japan Ministry of Environment,3.070610225406061,2020
013201020,JPN Site 013201020,9.0,NO,PPB,Japan Ministry of Environment,3.0621826869544306,2020
013201020,JPN Site 013201020,9.0,NO2,PPB,Japan Ministry of Environment,9.062258866077821,2020
013201020,JPN Site 013201020,9.0,NOX,PPB,Japan Ministry of Environment,12.120214499892151,2020
013201020,JPN Site 013201020,9.0,RHUM,PERCENT,Japan Ministry of Environment,78.95532934248239,2020
013201020,JPN Site 013201020,9.0,SO2,PPB,Japan Ministry of Environment,0.7838226431423831,2020
013201020,JPN Site 013201020,9.0,TEMP,C,Japan Ministry of Environment,16.876556506507015,2020
013201020,JPN Site 013201020,9.0,WD,DEGREES,Japan Ministry of Environment,199.84622275250453,2020
013201020,JPN Site 013201020,9.0,WS,M/S,Japan Ministry of Environment,2.221877642084927,2020
013201040,JPN Site 013201040,9.0,NO,PPB,Japan Ministry of Environment,1.1763601437109126,2020
013201040,JPN Site 013201040,9.0,NO2,PPB,Japan Ministry of Environment,7.104885057499352,2020
013201040,JPN Site 013201040,9.0,NOX,PPB,Japan Ministry of Environment,8.281245201210265,2020
013201040,JPN Site 013201040,9.0,RHUM,PERCENT,Japan Ministry of Environment,74.54094564570548,2020
013201040,JPN Site 013201040,9.0,TEMP,C,Japan Ministry of Environment,16.00639467176211,2020
013201040,JPN Site 013201040,9.0,WD,DEGREES,Japan Ministry of Environment,185.6094975877749,2020
013201040,JPN Site 013201040,9.0,WS,M/S,Japan Ministry of Environment,1.0098708884678904,2020
013201060,JPN Site 013201060,9.0,RHUM,PERCENT,Japan Ministry of Environment,73.66082557228937,2020
013201060,JPN Site 013201060,9.0,TEMP,C,Japan Ministry of Environment,16.512464184445523,2020
013201060,JPN Site 013201060,9.0,WD,DEGREES,Japan Ministry of Environment,211.3011155535431,2020
013201060,JPN Site 013201060,9.0,WS,M/S,Japan Ministry of Environment,1.5019776422989426,2020
013201510,JPN Site 013201510,9.0,NO,PPB,Japan Ministry of Environment,4.689870880700459,2020
013201510,JPN Site 013201510,9.0,NO2,PPB,Japan Ministry of Environment,10.01557544111293,2020
013201510,JPN Site 013201510,9.0,NOX,PPB,Japan Ministry of Environment,14.70570254058293,2020
013202010,JPN Site 013202010,9.0,NO,PPB,Japan Ministry of Environment,1.7111045022746587,2020
013202010,JPN Site 013202010,9.0,NO2,PPB,Japan Ministry of Environment,9.814889454552612,2020
013202010,JPN Site 013202010,9.0,NOX,PPB,Japan Ministry of Environment,11.525993956827268,2020
013202010,JPN Site 013202010,9.0,RHUM,PERCENT,Japan Ministry of Environment,73.32932357333146,2020
013202010,JPN Site 013202010,9.0,TEMP,C,Japan Ministry of Environment,16.83929942150567,2020
013202010,JPN Site 013202010,9.0,WD,DEGREES,Japan Ministry of Environment,210.18987109406496,2020
013202010,JPN Site 013202010,9.0,WS,M/S,Japan Ministry of Environment,1.381048661666839,2020
013203010,JPN Site 013203010,9.0,NO,PPB,Japan Ministry of Environment,2.1237608538346158,2020
013203010,JPN Site 013203010,9.0,NO2,PPB,Japan Ministry of Environment,10.141554639827081,2020
013203010,JPN Site 013203010,9.0,NOX,PPB,Japan Ministry of Environment,12.263856200266922,2020
013203010,JPN Site 013203010,9.0,RHUM,PERCENT,Japan Ministry of Environment,73.41294908749381,2020
013203010,JPN Site 013203010,9.0,SO2,PPB,Japan Ministry of Environment,0.18581652032041182,2020
013203010,JPN Site 013203010,9.0,TEMP,C,Japan Ministry of Environment,17.399493954530506,2020
013203010,JPN Site 013203010,9.0,WD,DEGREES,Japan Ministry of Environment,200.05573323062964,2020
013203010,JPN Site 013203010,9.0,WS,M/S,Japan Ministry of Environment,2.278387262420052,2020
013203510,JPN Site 013203510,9.0,CO,PPM,Japan Ministry of Environment,0.34132994484674056,2020
013203510,JPN Site 013203510,9.0,NO,PPB,Japan Ministry of Environment,6.062445841519386,2020
013203510,JPN Site 013203510,9.0,NO2,PPB,Japan Ministry of Environment,12.66367952345267,2020
013203510,JPN Site 013203510,9.0,NOX,PPB,Japan Ministry of Environment,18.724411168306954,2020
013204510,JPN Site 013204510,9.0,NO,PPB,Japan Ministry of Environment,3.1943657667157552,2020
013204510,JPN Site 013204510,9.0,NO2,PPB,Japan Ministry of Environment,12.807023246564109,2020
013204510,JPN Site 013204510,9.0,NOX,PPB,Japan Ministry of Environment,15.999551615053967,2020
013205010,JPN Site 013205010,9.0,CO,PPM,Japan Ministry of Environment,0.13466611774251483,2020
013205010,JPN Site 013205010,9.0,NO,PPB,Japan Ministry of Environment,0.7132237320760867,2020
013205010,JPN Site 013205010,9.0,NO2,PPB,Japan Ministry of Environment,5.663897391367801,2020
013205010,JPN Site 013205010,9.0,NOX,PPB,Japan Ministry of Environment,6.377121123443889,2020
013205010,JPN Site 013205010,9.0,RHUM,PERCENT,Japan Ministry of Environment,78.43091846669405,2020
013205010,JPN Site 013205010,9.0,SO2,PPB,Japan Ministry of Environment,0.20090026659905974,2020
013205010,JPN Site 013205010,9.0,TEMP,C,Japan Ministry of Environment,16.392232001162057,2020
013205010,JPN Site 013205010,9.0,WD,DEGREES,Japan Ministry of Environment,189.6579122999749,2020
013205010,JPN Site 013205010,9.0,WS,M/S,Japan Ministry of Environment,2.1187417807997075,2020
013206010,JPN Site 013206010,9.0,NO,PPB,Japan Ministry of Environment,2.949505655258055,2020
013206010,JPN Site 013206010,9.0,NO2,PPB,Japan Ministry of Environment,11.224783035635463,2020
013206010,JPN Site 013206010,9.0,NOX,PPB,Japan Ministry of Environment,14.172253377497757,2020
013206010,JPN Site 013206010,9.0,RHUM,PERCENT,Japan Ministry of Environment,68.09400402658981,2020
013206010,JPN Site 013206010,9.0,TEMP,C,Japan Ministry of Environment,18.592458576766443,2020
013206010,JPN Site 013206010,9.0,WD,DEGREES,Japan Ministry of Environment,199.95351447390715,2020
013206010,JPN Site 013206010,9.0,WS,M/S,Japan Ministry of Environment,1.5223874114307714,2020
013208020,JPN Site 013208020,9.0,NO,PPB,Japan Ministry of Environment,1.6417128503998242,2020
013208020,JPN Site 013208020,9.0,NO2,PPB,Japan Ministry of Environment,9.838052798672907,2020
013208020,JPN Site 013208020,9.0,NOX,PPB,Japan Ministry of Environment,11.47802994905512,2020
013208020,JPN Site 013208020,9.0,RHUM,PERCENT,Japan Ministry of Environment,74.2757545590099,2020
013208020,JPN Site 013208020,9.0,TEMP,C,Japan Ministry of Environment,17.613636731907896,2020
013208020,JPN Site 013208020,9.0,WD,DEGREES,Japan Ministry of Environment,170.96800590497915,2020
013208020,JPN Site 013208020,9.0,WS,M/S,Japan Ministry of Environment,0.9986876206106048,2020
013209010,JPN Site 013209010,9.0,NO,PPB,Japan Ministry of Environment,1.132843260995965,2020
013209010,JPN Site 013209010,9.0,NO2,PPB,Japan Ministry of Environment,8.836884790316905,2020
013209010,JPN Site 013209010,9.0,NOX,PPB,Japan Ministry of Environment,9.969267963896257,2020
013209010,JPN Site 013209010,9.0,RHUM,PERCENT,Japan Ministry of Environment,73.36289980995352,2020
013209010,JPN Site 013209010,9.0,SO2,PPB,Japan Ministry of Environment,0.48920735918114844,2020
013209010,JPN Site 013209010,9.0,TEMP,C,Japan Ministry of Environment,17.62617865474726,2020
013209010,JPN Site 013209010,9.0,WD,DEGREES,Japan Ministry of Environment,195.34636944923164,2020
013209010,JPN Site 013209010,9.0,WS,M/S,Japan Ministry of Environment,1.8398651112554585,2020
013209020,JPN Site 013209020,9.0,RHUM,PERCENT,Japan Ministry of Environment,73.55567414425596,2020
013209020,JPN Site 013209020,9.0,TEMP,C,Japan Ministry of Environment,17.52354180617538,2020
013209020,JPN Site 013209020,9.0,WD,DEGREES,Japan Ministry of Environment,190.60885826619807,2020
013209020,JPN Site 013209020,9.0,WS,M/S,Japan Ministry of Environment,2.138047171317046,2020
013211010,JPN Site 013211010,9.0,NO,PPB,Japan Ministry of Environment,1.4320798074731487,2020
013211010,JPN Site 013211010,9.0,NO2,PPB,Japan Ministry of Environment,10.083859773754542,2020
013211010,JPN Site 013211010,9.0,NOX,PPB,Japan Ministry of Environment,11.514147466532348,2020
013211010,JPN Site 013211010,9.0,RHUM,PERCENT,Japan Ministry of Environment,71.10933874638937,2020
013211010,JPN Site 013211010,9.0,SO2,PPB,Japan Ministry of Environment,0.44369581232096994,2020
013211010,JPN Site 013211010,9.0,TEMP,C,Japan Ministry of Environment,17.376591381715095,2020
013211010,JPN Site 013211010,9.0,WD,DEGREES,Japan Ministry of Environment,189.9186822638239,2020
013211010,JPN Site 013211010,9.0,WS,M/S,Japan Ministry of Environment,1.5180712362027888,2020
013212520,JPN Site 013212520,9.0,NO,PPB,Japan Ministry of Environment,3.409370301029548,2020
013212520,JPN Site 013212520,9.0,NO2,PPB,Japan Ministry of Environment,12.009975697777623,2020
013212520,JPN Site 013212520,9.0,NOX,PPB,Japan Ministry of Environment,15.418878722524678,2020
013213510,JPN Site 013213510,9.0,NO,PPB,Japan Ministry of Environment,11.641110398966966,2020
013213510,JPN Site 013213510,9.0,NO2,PPB,Japan Ministry of Environment,18.50855204993398,2020
013213510,JPN Site 013213510,9.0,NOX,PPB,Japan Ministry of Environment,30.14947901687144,2020
013215510,JPN Site 013215510,9.0,CO,PPM,Japan Ministry of Environment,0.16987404790034705,2020
013215510,JPN Site 013215510,9.0,NO,PPB,Japan Ministry of Environment,11.954715577150328,2020
013215510,JPN Site 013215510,9.0,NO2,PPB,Japan Ministry of Environment,14.454540914641061,2020
013215510,JPN Site 013215510,9.0,NOX,PPB,Japan Ministry of Environment,26.40628852318527,2020
013215510,JPN Site 013215510,9.0,RHUM,PERCENT,Japan Ministry of Environment,71.61204235347347,2020
013215510,JPN Site 013215510,9.0,SO2,PPB,Japan Ministry of Environment,0.9085860361588141,2020
013215510,JPN Site 013215510,9.0,TEMP,C,Japan Ministry of Environment,17.65035952950349,2020
013215510,JPN Site 013215510,9.0,WD,DEGREES,Japan Ministry of Environment,125.6252567922607,2020
013215510,JPN Site 013215510,9.0,WS,M/S,Japan Ministry of Environment,0.8144415801182969,2020
013216010,JPN Site 013216010,9.0,NO,PPB,Japan Ministry of Environment,3.831126372963079,2020
013216010,JPN Site 013216010,9.0,NO2,PPB,Japan Ministry of Environment,10.943381010757232,2020
013216010,JPN Site 013216010,9.0,NOX,PPB,Japan Ministry of Environment,14.772851811096997,2020
013216010,JPN Site 013216010,9.0,RHUM,PERCENT,Japan Ministry of Environment,71.7746195563722,2020
013216010,JPN Site 013216010,9.0,TEMP,C,Japan Ministry of Environment,17.614812409542438,2020
013216010,JPN Site 013216010,9.0,WD,DEGREES,Japan Ministry of Environment,219.16849998442555,2020
013216010,JPN Site 013216010,9.0,WS,M/S,Japan Ministry of Environment,2.393586388585954,2020
013217010,JPN Site 013217010,9.0,NO,PPB,Japan Ministry of Environment,2.321605258276617,2020
013217010,JPN Site 013217010,9.0,NO2,PPB,Japan Ministry of Environment,10.689611950104888,2020
013217010,JPN Site 013217010,9.0,NOX,PPB,Japan Ministry of Environment,13.009646667372442,2020
013217010,JPN Site 013217010,9.0,RHUM,PERCENT,Japan Ministry of Environment,70.39481185239725,2020
013217010,JPN Site 013217010,9.0,TEMP,C,Japan Ministry of Environment,17.80072458601399,2020
013217010,JPN Site 013217010,9.0,WD,DEGREES,Japan Ministry of Environment,190.09603706800243,2020
013217010,JPN Site 013217010,9.0,WS,M/S,Japan Ministry of Environment,1.9188554704358052,2020
013217510,JPN Site 013217510,9.0,NO,PPB,Japan Ministry of Environment,7.787282843888573,2020
013217510,JPN Site 013217510,9.0,NO2,PPB,Japan Ministry of Environment,14.441461721524108,2020
013217510,JPN Site 013217510,9.0,NOX,PPB,Japan Ministry of Environment,22.227109019549253,2020
013218010,JPN Site 013218010,9.0,CO,PPM,Japan Ministry of Environment,0.13903501822588002,2020
013218010,JPN Site 013218010,9.0,NO,PPB,Japan Ministry of Environment,2.0777869474208917,2020
013218010,JPN Site 013218010,9.0,NO2,PPB,Japan Ministry of Environment,10.051804050824904,2020
013218010,JPN Site 013218010,9.0,NOX,PPB,Japan Ministry of Environment,12.129590998245796,2020
013218010,JPN Site 013218010,9.0,RHUM,PERCENT,Japan Ministry of Environment,72.26219181638999,2020
013218010,JPN Site 013218010,9.0,SO2,PPB,Japan Ministry of Environment,0.4370619832407913,2020
013218010,JPN Site 013218010,9.0,TEMP,C,Japan Ministry of Environment,16.802173073514158,2020
013218010,JPN Site 013218010,9.0,WD,DEGREES,Japan Ministry of Environment,199.0236507627569,2020
013218010,JPN Site 013218010,9.0,WS,M/S,Japan Ministry of Environment,1.8303617831853383,2020
013219010,JPN Site 013219010,9.0,NO,PPB,Japan Ministry of Environment,1.9874026153447408,2020
013219010,JPN Site 013219010,9.0,NO2,PPB,Japan Ministry of Environment,11.275564780599925,2020
013219010,JPN Site 013219010,9.0,NOX,PPB,Japan Ministry of Environment,13.263017718005859,2020
013219010,JPN Site 013219010,9.0,RHUM,PERCENT,Japan Ministry of Environment,74.19734367504722,2020
013219010,JPN Site 013219010,9.0,SO2,PPB,Japan Ministry of Environment,0.4958122849118858,2020
013219010,JPN Site 013219010,9.0,TEMP,C,Japan Ministry of Environment,18.07636017781926,2020
013219010,JPN Site 013219010,9.0,WD,DEGREES,Japan Ministry of Environment,194.10608895714427,2020
013219010,JPN Site 013219010,9.0,WS,M/S,Japan Ministry of Environment,1.572599497387243,2020
013220010,JPN Site 013220010,9.0,NO,PPB,Japan Ministry of Environment,1.6948065749578596,2020
013220010,JPN Site 013220010,9.0,NO2,PPB,Japan Ministry of Environment,9.109510865761491,2020
013220010,JPN Site 013220010,9.0,NOX,PPB,Japan Ministry of Environment,10.800015056608707,2020
013220010,JPN Site 013220010,9.0,RHUM,PERCENT,Japan Ministry of Environment,77.71971759659223,2020
013220010,JPN Site 013220010,9.0,TEMP,C,Japan Ministry of Environment,16.519216962008457,2020
013220010,JPN Site 013220010,9.0,WD,DEGREES,Japan Ministry of Environment,198.10203489737717,2020
013220010,JPN Site 013220010,9.0,WS,M/S,Japan Ministry of Environment,1.6685037514051575,2020
013221010,JPN Site 013221010,9.0,CO,PPM,Japan Ministry of Environment,0.10330910508311332,2020
013221010,JPN Site 013221010,9.0,NO,PPB,Japan Ministry of Environment,1.7022321649861427,2020
013221010,JPN Site 013221010,9.0,NO2,PPB,Japan Ministry of Environment,9.238017261442442,2020
013221010,JPN Site 013221010,9.0,NOX,PPB,Japan Ministry of Environment,10.938644168451512,2020
013221010,JPN Site 013221010,9.0,RHUM,PERCENT,Japan Ministry of Environment,74.20396656554185,2020
013221010,JPN Site 013221010,9.0,SO2,PPB,Japan Ministry of Environment,0.4501693474237829,2020
013221010,JPN Site 013221010,9.0,TEMP,C,Japan Ministry of Environment,17.319772369743323,2020
013221010,JPN Site 013221010,9.0,WD,DEGREES,Japan Ministry of Environment,205.68900776377552,2020
013221010,JPN Site 013221010,9.0,WS,M/S,Japan Ministry of Environment,1.5907191895519843,2020
013222510,JPN Site 013222510,9.0,NO,PPB,Japan Ministry of Environment,4.16905727915,2020
013222510,JPN Site 013222510,9.0,NO2,PPB,Japan Ministry of Environment,12.68628555213309,2020
013222510,JPN Site 013222510,9.0,NOX,PPB,Japan Ministry of Environment,16.8539544736535,2020
013224010,JPN Site 013224010,9.0,CO,PPM,Japan Ministry of Environment,0.10874026146091087,2020
013224010,JPN Site 013224010,9.0,NO,PPB,Japan Ministry of Environment,1.26721496575479,2020
013224010,JPN Site 013224010,9.0,NO2,PPB,Japan Ministry of Environment,9.777173415735195,2020
013224010,JPN Site 013224010,9.0,NOX,PPB,Japan Ministry of Environment,11.043785781658771,2020
013224010,JPN Site 013224010,9.0,RHUM,PERCENT,Japan Ministry of Environment,78.58046321059386,2020
013224010,JPN Site 013224010,9.0,SO2,PPB,Japan Ministry of Environment,0.490157484050983,2020
013224010,JPN Site 013224010,9.0,TEMP,C,Japan Ministry of Environment,17.08500344886967,2020
013224010,JPN Site 013224010,9.0,WD,DEGREES,Japan Ministry of Environment,186.80281869900708,2020
013224010,JPN Site 013224010,9.0,WS,M/S,Japan Ministry of Environment,1.041772455081025,2020
013303520,JPN Site 013303520,9.0,CO,PPM,Japan Ministry of Environment,0.0965486328853368,2020
013303520,JPN Site 013303520,9.0,NO,PPB,Japan Ministry of Environment,7.36239323904857,2020
013303520,JPN Site 013303520,9.0,NO2,PPB,Japan Ministry of Environment,13.844810877937835,2020
013303520,JPN Site 013303520,9.0,NOX,PPB,Japan Ministry of Environment,21.206634957121892,2020
013421950,JPN Site 013421950,9.0,NO,PPB,Japan Ministry of Environment,0.343602022149971,2020
013421950,JPN Site 013421950,9.0,NO2,PPB,Japan Ministry of Environment,0.6221162496144965,2020
013421950,JPN Site 013421950,9.0,NOX,PPB,Japan Ministry of Environment,0.11699525054188446,2020
013421950,JPN Site 013421950,9.0,RHUM,PERCENT,Japan Ministry of Environment,83.73128708493314,2020
013421950,JPN Site 013421950,9.0,SO2,PPB,Japan Ministry of Environment,0.1890829971065898,2020
013421950,JPN Site 013421950,9.0,TEMP,C,Japan Ministry of Environment,21.27485427024997,2020
013421950,JPN Site 013421950,9.0,WD,DEGREES,Japan Ministry of Environment,187.6567089346808,2020
013421950,JPN Site 013421950,9.0,WS,M/S,Japan Ministry of Environment,1.568599234223453,2020
014101010,JPN Site 014101010,9.0,NO,PPB,Japan Ministry of Environment,3.760875935632496,2020
014101010,JPN Site 014101010,9.0,NO2,PPB,Japan Ministry of Environment,15.347975501262479,2020
014101010,JPN Site 014101010,9.0,NOX,PPB,Japan Ministry of Environment,19.10712307331528,2020
014101010,JPN Site 014101010,9.0,SO2,PPB,Japan Ministry of Environment,2.412545084622067,2020
014101010,JPN Site 014101010,9.0,WD,DEGREES,Japan Ministry of Environment,206.64140864561773,2020
014101010,JPN Site 014101010,9.0,WS,M/S,Japan Ministry of Environment,4.39443150256236,2020
014101020,JPN Site 014101020,9.0,NO,PPB,Japan Ministry of Environment,4.094382164647676,2020
014101020,JPN Site 014101020,9.0,NO2,PPB,Japan Ministry of Environment,15.11444071730095,2020
014101020,JPN Site 014101020,9.0,NOX,PPB,Japan Ministry of Environment,19.20686784773553,2020
014101020,JPN Site 014101020,9.0,WD,DEGREES,Japan Ministry of Environment,206.47897211771468,2020
014101020,JPN Site 014101020,9.0,WS,M/S,Japan Ministry of Environment,2.7290759870664534,2020
014101520,JPN Site 014101520,9.0,NO,PPB,Japan Ministry of Environment,5.8068379516354405,2020
014101520,JPN Site 014101520,9.0,NO2,PPB,Japan Ministry of Environment,16.06660229581257,2020
014101520,JPN Site 014101520,9.0,NOX,PPB,Japan Ministry of Environment,21.871131040370216,2020
014102010,JPN Site 014102010,9.0,NO,PPB,Japan Ministry of Environment,4.368440505295698,2020
014102010,JPN Site 014102010,9.0,NO2,PPB,Japan Ministry of Environment,14.223635599970713,2020
014102010,JPN Site 014102010,9.0,NOX,PPB,Japan Ministry of Environment,18.596204338407528,2020
014102010,JPN Site 014102010,9.0,SO2,PPB,Japan Ministry of Environment,2.0460630263640223,2020
014102010,JPN Site 014102010,9.0,WD,DEGREES,Japan Ministry of Environment,205.0494847425292,2020
014102010,JPN Site 014102010,9.0,WS,M/S,Japan Ministry of Environment,2.80877942116725,2020
014103010,JPN Site 014103010,9.0,NO,PPB,Japan Ministry of Environment,3.7396342006444323,2020
014103010,JPN Site 014103010,9.0,NO2,PPB,Japan Ministry of Environment,18.310159998756703,2020
014103010,JPN Site 014103010,9.0,NOX,PPB,Japan Ministry of Environment,22.046485634556802,2020
014103010,JPN Site 014103010,9.0,SO2,PPB,Japan Ministry of Environment,2.035093378597107,2020
014103010,JPN Site 014103010,9.0,WD,DEGREES,Japan Ministry of Environment,207.9583825408709,2020
014103010,JPN Site 014103010,9.0,WS,M/S,Japan Ministry of Environment,1.8116372214375736,2020
014103510,JPN Site 014103510,9.0,CO,PPM,Japan Ministry of Environment,0.40398355939123776,2020
014103510,JPN Site 014103510,9.0,NO,PPB,Japan Ministry of Environment,13.30398997430377,2020
014103510,JPN Site 014103510,9.0,NO2,PPB,Japan Ministry of Environment,19.37080074580915,2020
014103510,JPN Site 014103510,9.0,NOX,PPB,Japan Ministry of Environment,32.67210697523072,2020
014104020,JPN Site 014104020,9.0,NO,PPB,Japan Ministry of Environment,5.308630172745729,2020
014104020,JPN Site 014104020,9.0,NO2,PPB,Japan Ministry of Environment,18.727366973093655,2020
014104020,JPN Site 014104020,9.0,NOX,PPB,Japan Ministry of Environment,24.025670666762906,2020
014104030,JPN Site 014104030,9.0,NO,PPB,Japan Ministry of Environment,4.273619837773018,2020
014104030,JPN Site 014104030,9.0,NO2,PPB,Japan Ministry of Environment,15.021179760817786,2020
014104030,JPN Site 014104030,9.0,NOX,PPB,Japan Ministry of Environment,19.29263526508005,2020
014104030,JPN Site 014104030,9.0,SO2,PPB,Japan Ministry of Environment,3.3592681142449683,2020
014104030,JPN Site 014104030,9.0,WD,DEGREES,Japan Ministry of Environment,192.24390104291388,2020
014104030,JPN Site 014104030,9.0,WS,M/S,Japan Ministry of Environment,2.353353314191548,2020
014105020,JPN Site 014105020,9.0,NO,PPB,Japan Ministry of Environment,3.3405502551397395,2020
014105020,JPN Site 014105020,9.0,NO2,PPB,Japan Ministry of Environment,12.480749784607479,2020
014105020,JPN Site 014105020,9.0,NOX,PPB,Japan Ministry of Environment,15.81985703830422,2020
014105020,JPN Site 014105020,9.0,SO2,PPB,Japan Ministry of Environment,1.410153871080715,2020
014105020,JPN Site 014105020,9.0,WD,DEGREES,Japan Ministry of Environment,209.24340629311806,2020
014105020,JPN Site 014105020,9.0,WS,M/S,Japan Ministry of Environment,2.319969847697754,2020
014106010,JPN Site 014106010,9.0,NO,PPB,Japan Ministry of Environment,2.5814188517435457,2020
014106010,JPN Site 014106010,9.0,NO2,PPB,Japan Ministry of Environment,12.12833705945451,2020
014106010,JPN Site 014106010,9.0,NOX,PPB,Japan Ministry of Environment,14.706245633367818,2020
014106010,JPN Site 014106010,9.0,SO2,PPB,Japan Ministry of Environment,2.274826184819955,2020
014106010,JPN Site 014106010,9.0,WD,DEGREES,Japan Ministry of Environment,202.49902163049708,2020
014106010,JPN Site 014106010,9.0,WS,M/S,Japan Ministry of Environment,2.316713766273016,2020
014107010,JPN Site 014107010,9.0,NO,PPB,Japan Ministry of Environment,3.8931709249767628,2020
014107010,JPN Site 014107010,9.0,NO2,PPB,Japan Ministry of Environment,14.796434349205596,2020
014107010,JPN Site 014107010,9.0,NOX,PPB,Japan Ministry of Environment,18.685950315627323,2020
014107010,JPN Site 014107010,9.0,SO2,PPB,Japan Ministry of Environment,2.3543341039824384,2020
014107010,JPN Site 014107010,9.0,WD,DEGREES,Japan Ministry of Environment,199.55530166656982,2020
014107010,JPN Site 014107010,9.0,WS,M/S,Japan Ministry of Environment,4.237558256087842,2020
014107520,JPN Site 014107520,9.0,NO,PPB,Japan Ministry of Environment,8.013221654276162,2020
014107520,JPN Site 014107520,9.0,NO2,PPB,Japan Ministry of Environment,16.09824024009959,2020
014107520,JPN Site 014107520,9.0,NOX,PPB,Japan Ministry of Environment,24.111889663518458,2020
014108020,JPN Site 014108020,9.0,NO,PPB,Japan Ministry of Environment,2.2423985780543685,2020
014108020,JPN Site 014108020,9.0,NO2,PPB,Japan Ministry of Environment,12.113387963269586,2020
014108020,JPN Site 014108020,9.0,NOX,PPB,Japan Ministry of Environment,14.343365374342373,2020
014108020,JPN Site 014108020,9.0,RHUM,PERCENT,Japan Ministry of Environment,77.8818193843118,2020
014108020,JPN Site 014108020,9.0,SO2,PPB,Japan Ministry of Environment,1.964234439363032,2020
014108020,JPN Site 014108020,9.0,TEMP,C,Japan Ministry of Environment,17.644088426330054,2020
014108020,JPN Site 014108020,9.0,WD,DEGREES,Japan Ministry of Environment,175.6288575740437,2020
014108020,JPN Site 014108020,9.0,WS,M/S,Japan Ministry of Environment,2.8837414436844493,2020
014109040,JPN Site 014109040,9.0,NO,PPB,Japan Ministry of Environment,3.41021424692971,2020
014109040,JPN Site 014109040,9.0,NO2,PPB,Japan Ministry of Environment,13.084172668907762,2020
014109040,JPN Site 014109040,9.0,NOX,PPB,Japan Ministry of Environment,16.489865308931574,2020
014109040,JPN Site 014109040,9.0,SO2,PPB,Japan Ministry of Environment,2.0060363755294324,2020
014109040,JPN Site 014109040,9.0,WD,DEGREES,Japan Ministry of Environment,184.0479727059795,2020
014109040,JPN Site 014109040,9.0,WS,M/S,Japan Ministry of Environment,2.943133863395505,2020
014110050,JPN Site 014110050,9.0,NO,PPB,Japan Ministry of Environment,2.1396764299533837,2020
014110050,JPN Site 014110050,9.0,NO2,PPB,Japan Ministry of Environment,10.25907047552574,2020
014110050,JPN Site 014110050,9.0,NOX,PPB,Japan Ministry of Environment,12.401815644697935,2020
014110050,JPN Site 014110050,9.0,SO2,PPB,Japan Ministry of Environment,1.265311638409508,2020
014110050,JPN Site 014110050,9.0,WD,DEGREES,Japan Ministry of Environment,176.0496206025934,2020
014110050,JPN Site 014110050,9.0,WS,M/S,Japan Ministry of Environment,3.4947629450094135,2020
014110510,JPN Site 014110510,9.0,NO,PPB,Japan Ministry of Environment,6.79710918386699,2020
014110510,JPN Site 014110510,9.0,NO2,PPB,Japan Ministry of Environment,15.815967881970955,2020
014110510,JPN Site 014110510,9.0,NOX,PPB,Japan Ministry of Environment,22.611547039062472,2020
014111020,JPN Site 014111020,9.0,NO,PPB,Japan Ministry of Environment,3.116922481209034,2020
014111020,JPN Site 014111020,9.0,NO2,PPB,Japan Ministry of Environment,15.847682961125884,2020
014111020,JPN Site 014111020,9.0,NOX,PPB,Japan Ministry of Environment,18.965985668444656,2020
014111020,JPN Site 014111020,9.0,SO2,PPB,Japan Ministry of Environment,1.4589488832994248,2020
014111020,JPN Site 014111020,9.0,WD,DEGREES,Japan Ministry of Environment,210.85562770629346,2020
014111020,JPN Site 014111020,9.0,WS,M/S,Japan Ministry of Environment,2.5832126912484648,2020
014111520,JPN Site 014111520,9.0,NO,PPB,Japan Ministry of Environment,6.671810732737711,2020
014111520,JPN Site 014111520,9.0,NO2,PPB,Japan Ministry of Environment,15.331835316419456,2020
014111520,JPN Site 014111520,9.0,NOX,PPB,Japan Ministry of Environment,22.00422412673384,2020
014112020,JPN Site 014112020,9.0,NO,PPB,Japan Ministry of Environment,2.3933976660687524,2020
014112020,JPN Site 014112020,9.0,NO2,PPB,Japan Ministry of Environment,10.71252082753911,2020
014112020,JPN Site 014112020,9.0,NOX,PPB,Japan Ministry of Environment,13.107110721726102,2020
014112020,JPN Site 014112020,9.0,SO2,PPB,Japan Ministry of Environment,1.9268234212610338,2020
014112020,JPN Site 014112020,9.0,WD,DEGREES,Japan Ministry of Environment,200.95582054275553,2020
014112020,JPN Site 014112020,9.0,WS,M/S,Japan Ministry of Environment,3.509255185683027,2020
014112510,JPN Site 014112510,9.0,CO,PPM,Japan Ministry of Environment,0.42018389844539006,2020
