Unique_ID,dataset
ZC_19004,0
ZC_7030,0
ZC_27152,train
ZC_45409,0
ZC_11213,0
ZC_79927,train
ZC_40207,train
ZC_19147,0
ZC_11216,0
ZC_10460,0
ZC_78757,train
ZC_97471,0
ZC_14150,0
ZC_90801,0
ZC_63105,0
ZC_66604,train
ZC_90888,0
ZC_90845,0
ZC_8332,train
ZC_18512,train
ZC_49001,train
ZC_63103,train
ZC_47720,test
ZC_98118,train
ZC_33132,0
ZC_27415,train
ZC_33606,train
ZC_28110,train
ZC_98032,0
ZC_2141,0
ZC_90222,val
ZC_92394,train
ZC_89557,train
ZC_20622,val
ZC_94608,train
ZC_10469,train
ZC_66118,test
ZC_64165,train
ZC_11219,0
ZC_12553,0
ZC_94591,train
ZC_91360,test
ZC_94588,0
ZC_70669,0
ZC_97331,0
ZC_84078,train
ZC_19115,train
ZC_78758,0
ZC_98363,0
ZC_40299,train
ZC_77619,0
ZC_55455,train
ZC_60706,train
ZC_11435,train
ZC_68588,0
ZC_98683,train
ZC_46637,train
ZC_19803,train
ZC_70124,0
ZC_11228,0
ZC_33815,val
ZC_91105,train
ZC_90814,0
ZC_95678,train
ZC_46803,train
ZC_73112,0
ZC_63144,0
ZC_70032,0
ZC_20009,train
ZC_68508,0
ZC_45202,train
ZC_71101,train
ZC_18447,train
ZC_76106,train
ZC_33188,0
ZC_33206,0
ZC_33151,0
ZC_33102,0
ZC_33111,0
ZC_33299,0
ZC_94589,train
ZC_81503,0
ZC_46805,train
ZC_62524,val
ZC_85009,0
ZC_17070,train
ZC_87199,test
ZC_92263,train
ZC_99216,0
ZC_98375,0
ZC_68583,0
ZC_27704,train
ZC_27295,0
ZC_83209,train
ZC_61114,train
ZC_48216,0
ZC_95901,train
ZC_50309,train
ZC_8887,train
ZC_11209,0
ZC_98632,0
ZC_70504,train
ZC_83354,0
ZC_91416,train
ZC_10029,train
ZC_64501,0
ZC_23662,train
ZC_33135,0
ZC_46225,train
ZC_35204,val
ZC_85019,test
ZC_48503,train
ZC_83646,test
ZC_87107,train
ZC_97404,0
ZC_44304,train
ZC_94108,train
ZC_61639,0
ZC_95993,train
ZC_29609,0
ZC_47150,train
ZC_19958,train
ZC_77901,train
ZC_27108,train
ZC_33576,train
ZC_11251,0
ZC_3053,train
ZC_79935,train
ZC_48101,train
ZC_77096,train
ZC_91357,train
ZC_18509,test
ZC_10010,0
ZC_94904,train
ZC_89595,train
ZC_92609,train
ZC_14801,val
ZC_33801,train
ZC_63139,0
ZC_19129,0
ZC_77536,train
ZC_34235,train
ZC_18403,train
ZC_2914,train
ZC_90013,test
ZC_40220,train
ZC_45214,val
ZC_97470,0
ZC_62084,train
ZC_33707,train
ZC_19007,train
ZC_29401,0
ZC_4412,0
ZC_79116,0
ZC_44505,0
ZC_35805,train
ZC_60099,train
ZC_2908,0
ZC_97305,train
ZC_33130,0
ZC_60453,train
ZC_77012,train
ZC_71203,train
ZC_21217,0
ZC_92405,test
ZC_19134,val
ZC_11933,train
ZC_91030,val
ZC_94061,train
ZC_60018,train
ZC_91108,test
ZC_33764,train
ZC_44312,0
ZC_91767,train
ZC_84087,train
ZC_21040,train
ZC_7832,train
ZC_34239,0
ZC_19012,test
ZC_37997,0
ZC_89146,train
ZC_70501,train
ZC_60629,train
ZC_44308,test
ZC_25362,train
ZC_97301,train
ZC_14212,0
ZC_21650,train
ZC_75028,train
ZC_79403,0
ZC_46202,train
ZC_21221,train
ZC_80525,0
ZC_98801,0
ZC_16801,val
ZC_10025,train
ZC_98027,train
ZC_47710,train
ZC_34475,train
ZC_46615,train
ZC_6605,0
ZC_1901,train
ZC_7632,0
ZC_83402,0
ZC_44507,0
ZC_60189,test
ZC_20019,train
ZC_44325,train
ZC_32804,train
ZC_33904,train
ZC_1607,0
ZC_30135,train
ZC_11354,train
ZC_45469,0
ZC_94605,train
ZC_90262,train
ZC_19130,0
ZC_2874,train
ZC_78041,val
ZC_85035,train
ZC_76018,train
ZC_97440,train
ZC_7020,0
ZC_48210,0
ZC_3301,train
ZC_94611,test
ZC_6413,train
ZC_73107,0
ZC_77078,train
ZC_5404,0
ZC_93711,0
ZC_2666,train
ZC_92058,train
ZC_95351,train
ZC_91107,train
ZC_25304,train
ZC_77590,0
ZC_93740,train
ZC_19015,train
ZC_33616,train
ZC_85205,train
ZC_44306,0
ZC_15084,train
ZC_2906,train
ZC_77586,train
ZC_89512,train
ZC_48933,train
ZC_62048,train
ZC_22211,train
ZC_55811,train
ZC_30044,train
ZC_84102,train
ZC_28603,0
ZC_63110,0
ZC_66609,test
ZC_28331,train
ZC_8205,train
ZC_97266,train
ZC_64507,0
ZC_2445,0
ZC_90822,0
ZC_68502,0
ZC_27835,train
ZC_10606,train
ZC_91124,train
ZC_19121,0
ZC_7631,train
ZC_55106,0
ZC_85003,train
ZC_55413,train
ZC_63102,0
ZC_75233,val
ZC_93584,train
ZC_6870,train
ZC_33257,test
ZC_77630,train
ZC_78712,0
ZC_92203,train
ZC_31020,train
ZC_2130,train
ZC_77018,0
ZC_25314,train
ZC_98682,0
ZC_8902,train
ZC_22306,train
ZC_19804,train
ZC_93109,train
ZC_85017,train
ZC_23223,train
ZC_8901,test
ZC_4344,0
ZC_95126,train
ZC_49426,train
ZC_77642,train
ZC_94501,0
ZC_11415,train
ZC_61604,0
ZC_17603,train
ZC_17036,train
ZC_60456,train
ZC_70813,train
ZC_77053,val
ZC_48126,0
ZC_89436,test
ZC_21237,val
ZC_95926,train
ZC_64101,0
ZC_70005,0
ZC_57104,train
ZC_40010,train
ZC_48088,train
ZC_78211,0
ZC_10605,train
ZC_2940,0
ZC_90842,0
ZC_90848,0
ZC_90847,0
ZC_60131,train
ZC_7723,train
ZC_2720,train
ZC_15232,val
ZC_30252,test
ZC_37748,0
ZC_21797,train
ZC_87176,train
ZC_87190,train
ZC_29212,0
ZC_1013,0
ZC_87413,val
ZC_37701,0
ZC_2127,train
ZC_94703,train
ZC_80905,0
ZC_80907,0
ZC_32117,train
ZC_7465,train
ZC_7740,train
ZC_82701,val
ZC_70820,train
ZC_78701,0
ZC_28205,train
ZC_10466,train
ZC_32114,test
ZC_46617,train
ZC_93455,train
ZC_91764,train
ZC_44506,0
ZC_62701,0
ZC_80920,train
ZC_35218,train
ZC_60630,val
ZC_11549,0
ZC_11358,train
ZC_93741,train
ZC_62707,train
ZC_45241,train
ZC_78741,0
ZC_40511,train
ZC_95626,train
ZC_89509,train
ZC_11514,0
ZC_85313,train
ZC_14220,0
ZC_57718,train
ZC_75235,train
ZC_61612,train
ZC_60666,train
ZC_2111,train
ZC_84106,val
ZC_68509,0
ZC_20018,train
ZC_37416,train
ZC_98028,0
ZC_76065,test
ZC_60639,0
ZC_1611,train
ZC_91031,test
ZC_17401,train
ZC_55434,test
ZC_75244,train
ZC_44127,0
ZC_88011,train
ZC_75603,train
ZC_99217,0
ZC_95776,test
ZC_16602,train
ZC_91103,train
ZC_60016,test
ZC_7111,val
ZC_95817,train
ZC_91123,train
ZC_91129,train
ZC_55902,test
ZC_79761,0
ZC_34996,train
ZC_92374,train
ZC_10470,train
ZC_19405,val
ZC_90071,train
ZC_95010,train
ZC_93727,train
ZC_73160,train
ZC_68111,train
ZC_97544,0
ZC_7660,train
ZC_90292,train
ZC_79915,0
ZC_55815,train
ZC_55814,train
ZC_77034,train
ZC_77077,train
ZC_75236,train
ZC_90295,train
ZC_78217,0
ZC_78552,train
ZC_77050,train
ZC_33916,0
ZC_77401,0
ZC_19139,0
ZC_19133,0
ZC_68178,train
ZC_39203,train
ZC_39201,train
ZC_93710,train
ZC_11211,0
ZC_40218,train
ZC_27438,train
ZC_43229,train
ZC_21206,train
ZC_70506,train
ZC_20678,train
ZC_21061,train
ZC_19046,val
ZC_77055,train
ZC_60445,train
ZC_19103,0
ZC_92136,train
ZC_94109,train
ZC_80620,0
ZC_44708,0
ZC_50313,test
ZC_92406,train
ZC_6607,0
ZC_91740,test
ZC_20036,train
ZC_14068,train
ZC_76640,train
ZC_10463,0
ZC_11104,0
ZC_11374,0
ZC_85301,train
ZC_93105,train
ZC_49423,train
ZC_89134,train
ZC_37341,train
ZC_60439,train
ZC_60304,test
ZC_95110,train
ZC_8051,train
ZC_27156,train
ZC_45324,train
ZC_19061,0
ZC_1020,0
ZC_66105,train
ZC_60019,train
ZC_2143,0
ZC_96701,0
ZC_60532,train
ZC_5736,train
ZC_46320,train
ZC_17103,train
ZC_44223,train
ZC_94111,train
ZC_23435,train
ZC_60644,train
ZC_2740,train
ZC_45207,train
ZC_19401,train
ZC_11205,0
ZC_46835,train
ZC_6519,train
ZC_93004,train
ZC_66610,test
ZC_60202,train
ZC_93535,train
ZC_60701,train
ZC_96819,train
ZC_27701,val
ZC_94598,train
ZC_7456,train
ZC_88007,train
ZC_19943,train
ZC_19154,train
ZC_22315,train
ZC_97602,0
ZC_2909,0
ZC_2108,val
ZC_85201,train
ZC_76134,0
ZC_92832,train
ZC_7105,train
ZC_55124,0
ZC_32223,0
ZC_93906,train
ZC_61101,0
ZC_28786,train
ZC_91184,train
ZC_98125,0
ZC_77016,train
ZC_15026,train
ZC_78223,train
ZC_6340,train
ZC_78401,0
ZC_77045,val
ZC_67203,train
ZC_90026,train
ZC_47711,train
ZC_87110,train
ZC_91104,val
ZC_55405,0
ZC_55306,0
ZC_98155,0
ZC_91910,train
ZC_45410,0
ZC_15206,train
ZC_55409,0
ZC_46201,0
ZC_78238,train
ZC_85014,train
ZC_37213,0
ZC_60674,train
ZC_97213,train
ZC_19104,0
ZC_33805,test
ZC_71111,train
ZC_68183,train
ZC_44705,0
ZC_14228,train
ZC_92412,train
ZC_95121,0
ZC_48706,0
ZC_99208,0
ZC_32504,val
ZC_37660,0
ZC_61643,train
ZC_45505,0
ZC_95616,train
ZC_77029,train
ZC_92373,train
ZC_45203,train
ZC_91355,train
ZC_11212,0
ZC_4106,train
ZC_10016,0
ZC_99507,0
ZC_90832,0
ZC_90833,0
ZC_90831,0
ZC_90834,0
ZC_90835,0
ZC_91385,train
ZC_48505,train
ZC_1612,train
ZC_2746,train
ZC_34203,train
ZC_83713,train
ZC_23298,train
ZC_60688,train
ZC_37996,0
ZC_34471,train
ZC_28763,train
ZC_90014,train
ZC_11784,train
ZC_20006,val
ZC_44054,0
ZC_79102,0
ZC_77640,0
ZC_60062,train
ZC_11231,0
ZC_96797,0
ZC_48208,0
ZC_60091,train
ZC_97402,train
ZC_25302,train
ZC_98126,0
ZC_10001,0
ZC_94592,train
ZC_7010,0
ZC_93702,train
ZC_77056,0
ZC_2725,train
ZC_61701,train
ZC_37210,0
ZC_68176,train
ZC_68119,train
ZC_68101,train
ZC_68172,train
ZC_45408,0
ZC_7603,train
ZC_96826,0
ZC_64102,0
ZC_6825,0
ZC_75230,0
ZC_55802,train
ZC_91316,train
ZC_6511,train
ZC_16504,train
ZC_8056,train
ZC_28299,train
ZC_15223,train
ZC_76543,train
ZC_91109,train
ZC_91131,train
ZC_66115,train
ZC_68501,0
ZC_92653,train
ZC_27455,test
ZC_62205,test
ZC_2910,0
ZC_94597,train
ZC_2114,0
ZC_7107,test
ZC_97531,0
ZC_79124,0
ZC_35203,train
ZC_77092,train
ZC_85250,train
ZC_91801,train
ZC_2134,0
ZC_62523,val
ZC_40291,train
ZC_14211,0
ZC_22301,train
ZC_19111,train
ZC_34243,train
ZC_11217,0
ZC_89014,train
ZC_94114,train
ZC_96001,train
ZC_46402,train
ZC_98178,0
ZC_32202,0
ZC_19006,train
ZC_2138,0
ZC_1108,0
ZC_72764,train
ZC_65802,train
ZC_1902,train
ZC_63117,0
ZC_90844,0
ZC_21234,train
ZC_27702,train
ZC_93446,train
ZC_29680,val
ZC_6880,train
ZC_45404,0
ZC_97527,0
ZC_91118,train
ZC_27401,train
ZC_83705,0
ZC_73127,0
ZC_37224,0
ZC_37075,train
ZC_93539,train
ZC_60567,0
ZC_93106,train
ZC_38134,train
ZC_78756,train
ZC_83839,0
ZC_83868,0
ZC_77008,0
ZC_68504,0
ZC_7755,test
ZC_22302,train
ZC_36610,train
ZC_32277,0
ZC_29229,train
ZC_35801,train
ZC_94523,train
ZC_90081,train
ZC_94534,test
ZC_95203,train
ZC_78404,val
ZC_16503,train
ZC_85031,test
ZC_62525,train
ZC_47803,train
ZC_95073,train
ZC_78521,0
ZC_83704,0
ZC_21122,0
ZC_61611,train
ZC_66612,train
ZC_70503,train
ZC_81506,0
ZC_40502,train
ZC_91362,val
ZC_95928,train
ZC_28601,0
ZC_92054,train
ZC_91330,val
ZC_33109,train
ZC_43203,0
ZC_33629,test
ZC_2122,train
ZC_80535,train
ZC_20708,train
ZC_21224,0
ZC_93901,train
ZC_1602,0
ZC_96815,0
ZC_60805,train
ZC_60623,test
ZC_94520,train
ZC_2163,0
ZC_93562,train
ZC_6513,test
ZC_95204,train
ZC_98668,0
ZC_44710,0
ZC_48093,test
ZC_33709,val
ZC_2723,train
ZC_89011,train
ZC_46407,train
ZC_98030,0
ZC_89118,train
ZC_19132,0
ZC_23222,val
ZC_21701,train
ZC_30097,train
ZC_93704,train
ZC_84104,train
ZC_68113,0
ZC_33131,0
ZC_19422,train
ZC_32931,train
ZC_98664,0
ZC_11735,train
ZC_94025,train
ZC_76133,0
ZC_94062,train
ZC_10462,train
ZC_60656,train
ZC_44303,train
ZC_93405,train
ZC_63130,0
ZC_63128,train
ZC_19146,0
ZC_60714,test
ZC_45217,train
ZC_82008,train
ZC_6512,train
ZC_94124,train
ZC_68197,train
ZC_46204,train
ZC_14227,0
ZC_93701,train
ZC_92532,train
ZC_82010,test
ZC_82002,train
ZC_66606,train
ZC_64125,0
ZC_27836,train
ZC_36612,train
ZC_17101,train
ZC_44485,0
ZC_78742,0
ZC_90631,train
ZC_48213,train
ZC_67208,train
ZC_95215,train
ZC_89441,test
ZC_17042,test
ZC_55408,0
ZC_60026,train
ZC_85012,train
ZC_95060,train
ZC_94133,train
ZC_93728,train
ZC_45248,train
ZC_96858,train
ZC_44221,train
ZC_92411,train
ZC_27395,train
ZC_27480,train
ZC_7657,train
ZC_18015,train
ZC_19001,train
ZC_29210,0
ZC_34480,train
ZC_7666,train
ZC_68102,test
ZC_75704,train
ZC_77032,train
ZC_2920,0
ZC_15601,train
ZC_11368,0
ZC_40205,0
ZC_84404,train
ZC_95131,train
ZC_99501,0
ZC_60402,train
ZC_21251,train
ZC_63111,0
ZC_48122,0
ZC_70125,0
ZC_99324,0
ZC_63113,0
ZC_37915,0
ZC_76051,train
ZC_23665,train
ZC_32224,val
ZC_11238,0
ZC_96152,0
ZC_96154,0
ZC_2744,val
ZC_97801,0
ZC_91766,train
ZC_94704,train
ZC_7104,train
ZC_21223,0
ZC_12543,train
ZC_15212,train
ZC_15905,train
ZC_91701,train
ZC_85007,0
ZC_55816,0
ZC_55806,0
ZC_94533,train
ZC_90017,train
ZC_27404,train
ZC_51510,train
ZC_90079,train
ZC_30312,val
ZC_79932,0
ZC_68108,train
ZC_33609,train
ZC_29607,0
ZC_85140,0
ZC_85304,train
ZC_11370,0
ZC_98106,0
ZC_92596,train
ZC_8904,train
ZC_22209,train
ZC_77035,train
ZC_66221,train
ZC_1603,0
ZC_85021,train
ZC_44302,train
ZC_29412,0
ZC_7205,train
ZC_7087,0
ZC_98404,0
ZC_11418,train
ZC_48912,train
ZC_34474,train
ZC_76002,train
ZC_79904,train
ZC_48917,train
ZC_46403,train
ZC_85015,train
ZC_87421,train
ZC_95688,train
ZC_97738,0
ZC_92391,train
ZC_89506,test
ZC_19428,test
ZC_27420,train
ZC_27429,val
ZC_27402,train
ZC_27435,train
ZC_78257,train
ZC_85297,0
ZC_29617,0
ZC_33149,train
ZC_11203,0
ZC_92118,train
ZC_18508,test
ZC_91324,train
ZC_10309,train
ZC_77568,0
ZC_11105,train
ZC_30307,train
ZC_2743,train
ZC_7711,train
ZC_28502,train
ZC_28503,val
ZC_44095,train
ZC_10018,0
ZC_91329,train
ZC_11701,train
ZC_91114,train
ZC_6807,train
ZC_11369,0
ZC_40217,0
ZC_98104,train
ZC_10128,train
ZC_20906,train
ZC_68110,val
ZC_34482,train
ZC_93902,test
ZC_73170,test
ZC_77071,train
ZC_14210,0
ZC_68179,val
ZC_7305,0
ZC_10314,train
ZC_87119,val
ZC_99021,0
ZC_19703,train
ZC_60065,train
ZC_92838,train
ZC_84101,train
ZC_91802,train
ZC_94601,0
ZC_35068,train
ZC_97007,0
ZC_68005,0
ZC_98409,0
ZC_92231,train
ZC_33231,0
ZC_6878,train
ZC_14217,0
ZC_73116,0
ZC_91396,train
ZC_12508,0
ZC_14215,0
ZC_90055,train
ZC_73122,0
ZC_90021,train
ZC_44278,0
ZC_1089,0
ZC_21031,train
ZC_91185,val
ZC_92155,train
ZC_60647,0
ZC_78409,train
ZC_92292,train
ZC_78417,train
ZC_56303,train
ZC_1906,train
ZC_19152,test
ZC_92104,train
ZC_48120,0
ZC_73020,test
ZC_77551,train
ZC_32211,0
ZC_85119,train
ZC_11365,train
ZC_87111,train
ZC_61613,train
ZC_48072,train
ZC_14120,0
ZC_2110,train
ZC_70131,0
ZC_63133,0
ZC_98418,0
ZC_22303,train
ZC_37201,0
ZC_6610,0
ZC_89521,train
ZC_64116,0
ZC_15219,train
ZC_8030,test
ZC_46256,train
ZC_37803,0
ZC_44103,train
ZC_23219,train
ZC_11371,0
ZC_90023,train
ZC_37230,0
ZC_37241,0
ZC_37244,0
ZC_59602,0
ZC_18018,train
ZC_91121,test
ZC_95358,train
ZC_35228,train
ZC_60641,0
ZC_43215,0
ZC_60624,test
ZC_27413,train
ZC_27427,train
ZC_61702,val
ZC_92103,train
ZC_92654,train
ZC_91306,val
ZC_60454,train
ZC_7208,0
ZC_30904,train
ZC_21220,train
ZC_91786,train
ZC_46825,train
ZC_11747,train
ZC_85008,train
ZC_48464,val
ZC_6615,train
ZC_75116,train
ZC_14226,train
ZC_11432,train
ZC_60472,train
ZC_89131,train
ZC_27412,train
ZC_63143,0
ZC_94530,val
ZC_65803,train
ZC_94939,train
ZC_94134,train
ZC_20011,0
ZC_78730,val
ZC_19136,train
ZC_18102,train
ZC_95133,0
ZC_44311,test
ZC_11103,0
ZC_73501,train
ZC_68109,train
ZC_37662,0
ZC_7114,0
ZC_90807,0
ZC_78723,0
ZC_64109,0
ZC_91117,train
ZC_12211,train
ZC_91778,train
ZC_45160,test
ZC_28093,train
ZC_33607,train
ZC_94618,val
ZC_2210,train
ZC_68182,train
ZC_62704,0
ZC_92413,train
ZC_19127,0
ZC_71103,test
ZC_94519,train
ZC_11554,0
ZC_78705,0
ZC_20169,train
ZC_99201,0
ZC_10923,train
ZC_37878,test
ZC_22206,val
ZC_44509,train
ZC_11225,0
ZC_96771,0
ZC_7203,0
ZC_94115,train
ZC_39206,train
ZC_68117,train
ZC_46394,train
ZC_37238,0
ZC_98311,0
ZC_78221,0
ZC_94613,train
ZC_79930,train
ZC_97303,train
ZC_60122,0
ZC_33129,0
ZC_94558,0
ZC_18701,train
ZC_8066,train
ZC_32511,train
ZC_73505,val
ZC_2860,train
ZC_19151,0
ZC_27198,train
ZC_27373,train
ZC_20037,train
ZC_79922,0
ZC_33907,0
ZC_1606,0
ZC_90408,train
ZC_57197,train
ZC_34237,train
ZC_70122,0
ZC_20020,train
ZC_39209,train
ZC_78226,0
ZC_30043,train
ZC_76001,train
ZC_7757,train
ZC_75224,train
ZC_28126,train
ZC_75248,train
ZC_10471,val
ZC_2124,val
ZC_40209,0
ZC_79925,train
ZC_16201,train
ZC_45341,train
ZC_70807,train
ZC_19148,0
ZC_2302,train
ZC_64128,0
ZC_11204,0
ZC_78249,test
ZC_34236,train
ZC_27710,train
ZC_20637,train
ZC_33706,train
ZC_17046,train
ZC_89103,train
ZC_48069,train
ZC_32304,test
ZC_37136,test
ZC_79934,train
ZC_92692,train
ZC_64117,0
ZC_11222,0
ZC_28256,test
ZC_74014,train
ZC_18101,train
ZC_77503,train
ZC_92836,val
ZC_90009,train
ZC_45804,train
ZC_15282,train
ZC_78046,0
ZC_68506,0
ZC_92501,train
ZC_22201,train
ZC_22309,train
ZC_30809,train
ZC_19610,train
ZC_78043,0
ZC_14221,train
ZC_45503,0
ZC_45417,0
ZC_62703,train
ZC_2918,0
ZC_73118,0
ZC_21211,0
ZC_2745,train
ZC_18055,train
ZC_77063,0
ZC_48091,train
ZC_68521,0
ZC_89060,0
ZC_91758,train
ZC_83202,train
ZC_37249,0
ZC_37248,0
ZC_37247,0
ZC_37245,0
ZC_33147,0
ZC_15203,train
ZC_20722,train
ZC_40204,0
ZC_89706,train
ZC_90067,train
ZC_19143,0
ZC_10024,test
ZC_13413,0
ZC_98445,0
ZC_11568,0
ZC_50315,train
ZC_90815,0
ZC_85339,0
ZC_2113,0
ZC_33813,train
ZC_10028,test
ZC_37219,0
ZC_93422,train
ZC_43081,train
ZC_94903,train
ZC_2109,train
ZC_96019,val
ZC_11798,train
ZC_67218,train
ZC_37407,0
ZC_49544,val
ZC_89117,train
ZC_57701,0
ZC_98075,train
ZC_15052,train
ZC_77009,0
ZC_18510,train
ZC_33315,train
ZC_45403,0
ZC_79763,0
ZC_75212,train
ZC_19027,train
ZC_2145,0
ZC_76248,train
ZC_87122,train
ZC_46239,0
ZC_30134,train
ZC_93304,train
ZC_91762,train
ZC_12586,train
ZC_34205,train
ZC_75402,train
ZC_34242,0
ZC_11720,val
ZC_7106,train
ZC_68180,train
ZC_19022,val
ZC_46802,test
ZC_91328,train
ZC_19444,test
ZC_99202,0
ZC_20706,test
ZC_89433,train
ZC_10017,0
ZC_10036,0
ZC_24013,train
ZC_7018,train
ZC_78239,0
ZC_35221,train
ZC_46208,val
ZC_37242,0
ZC_98312,0
ZC_60415,train
ZC_37830,train
ZC_11214,0
ZC_89147,train
ZC_11218,0
ZC_45406,0
ZC_70112,0
ZC_64126,0
ZC_19057,train
ZC_78218,0
ZC_30144,train
ZC_68505,0
ZC_8817,train
ZC_77011,test
ZC_19086,train
ZC_66603,val
ZC_42001,train
ZC_15222,train
ZC_32258,0
ZC_94566,0
ZC_92395,train
ZC_92522,train
ZC_91730,train
ZC_7029,train
ZC_33245,0
ZC_60203,train
ZC_95127,0
ZC_92423,train
ZC_92403,train
ZC_1604,0
ZC_6801,train
ZC_90015,train
ZC_15050,train
ZC_19605,train
ZC_85296,0
ZC_75207,train
ZC_19014,0
ZC_77083,train
ZC_76114,test
ZC_20851,train
ZC_21060,train
ZC_92637,train
ZC_50316,train
ZC_78751,0
ZC_60022,train
ZC_25364,train
ZC_91750,train
ZC_46601,train
ZC_83642,train
ZC_75052,train
ZC_78410,test
ZC_68542,0
ZC_84103,train
ZC_90063,test
ZC_94705,train
ZC_44718,train
ZC_37820,train
ZC_48201,0
ZC_62060,0
ZC_60035,train
ZC_27117,train
ZC_94131,train
ZC_11215,0
ZC_37912,0
ZC_60618,0
ZC_16150,train
ZC_76014,train
ZC_62090,0
ZC_32209,0
ZC_40212,0
ZC_37243,0
ZC_19066,0
ZC_13224,val
ZC_94720,train
ZC_27411,train
ZC_38120,train
ZC_33605,train
ZC_32118,train
ZC_77301,train
ZC_98116,0
ZC_10607,train
ZC_60634,train
ZC_73003,train
ZC_94960,train
ZC_33150,0
ZC_27706,train
ZC_11207,0
ZC_93912,train
ZC_37669,0
ZC_92113,train
ZC_95959,train
ZC_93117,train
ZC_76123,0
ZC_92502,train
ZC_75220,train
ZC_34210,train
ZC_7036,0
ZC_77377,train
ZC_42003,train
ZC_17309,train
ZC_33708,train
ZC_46235,train
ZC_44105,0
ZC_1524,train
ZC_91804,train
ZC_91896,train
ZC_77017,train
ZC_10530,train
ZC_6830,train
ZC_2129,0
ZC_92833,train
ZC_77031,val
ZC_5759,train
ZC_72204,0
ZC_90066,train
ZC_40210,0
ZC_61610,train
ZC_35233,train
ZC_2862,train
ZC_83815,0
ZC_98158,0
ZC_48051,train
ZC_97420,0
ZC_21090,train
ZC_87113,train
ZC_98122,train
ZC_10020,0
ZC_92236,train
ZC_33157,train
ZC_91711,train
ZC_62207,val
ZC_32803,train
ZC_48067,train
ZC_8105,test
ZC_98421,0
ZC_30303,train
ZC_39501,train
ZC_83843,0
ZC_23703,train
ZC_60164,train
ZC_19094,train
ZC_70116,0
ZC_93108,train
ZC_96158,0
ZC_79109,0
ZC_30317,train
ZC_20853,train
ZC_44301,0
ZC_92837,val
ZC_17406,train
ZC_43224,0
ZC_6118,train
ZC_63109,0
ZC_17013,0
ZC_85215,train
ZC_2904,0
ZC_48313,train
ZC_44109,0
ZC_15957,train
ZC_15432,train
ZC_79936,train
ZC_46123,train
ZC_20855,val
ZC_60068,train
ZC_49098,train
ZC_95948,0
ZC_35212,train
ZC_20769,train
ZC_29505,0
ZC_3246,train
ZC_49007,train
ZC_90280,val
ZC_93407,train
ZC_90406,train
ZC_49506,test
ZC_27157,train
ZC_78703,0
ZC_60118,test
ZC_88081,train
ZC_90810,0
ZC_43205,0
ZC_67213,train
ZC_92281,train
ZC_81526,train
ZC_93312,train
ZC_46312,train
ZC_18644,train
ZC_80645,train
ZC_48226,0
ZC_77076,0
ZC_62206,train
ZC_89108,train
ZC_94544,train
ZC_48050,train
ZC_31904,train
ZC_90803,0
ZC_94925,train
ZC_33004,train
ZC_85016,train
ZC_6460,train
ZC_19149,train
ZC_2861,train
ZC_1545,0
ZC_27403,train
ZC_94964,train
ZC_92375,train
ZC_93311,train
ZC_61705,train
ZC_94117,train
ZC_45232,train
ZC_15217,train
ZC_89442,train
ZC_55411,train
ZC_93301,train
ZC_20032,0
ZC_76179,train
ZC_97317,train
ZC_46613,test
ZC_77027,0
ZC_2140,0
ZC_15909,train
ZC_37202,0
ZC_2835,test
ZC_60093,train
ZC_85306,train
ZC_48220,train
ZC_85303,train
ZC_77583,train
ZC_33247,0
ZC_90846,0
ZC_70148,0
ZC_35061,train
ZC_63104,train
ZC_92385,train
ZC_97214,train
ZC_77565,train
ZC_46806,train
ZC_33110,0
ZC_34652,train
ZC_46616,train
ZC_62034,train
ZC_77507,train
ZC_21240,train
ZC_40215,0
ZC_35808,train
ZC_75001,train
ZC_6517,train
ZC_19145,0
ZC_60409,0
ZC_14223,0
ZC_7017,train
ZC_33145,0
ZC_99705,0
ZC_90245,train
ZC_37234,0
ZC_64505,0
ZC_20007,train
ZC_7643,train
ZC_46808,val
ZC_82009,train
ZC_6103,train
ZC_92378,train
ZC_95603,train
ZC_10475,train
ZC_70075,0
ZC_32207,0
ZC_44313,train
ZC_92811,train
ZC_63116,0
ZC_99218,0
ZC_21028,val
ZC_99301,0
ZC_11106,0
ZC_32310,train
ZC_98146,0
ZC_47805,train
ZC_98278,0
ZC_19144,0
ZC_90403,train
ZC_73034,train
ZC_82601,test
ZC_6120,train
ZC_11419,train
ZC_89041,0
ZC_77089,train
ZC_94123,train
ZC_90401,train
ZC_27214,train
ZC_98372,0
ZC_85213,train
ZC_91371,test
ZC_68157,train
ZC_37406,0
ZC_27715,train
ZC_82336,val
ZC_34292,train
ZC_20008,0
ZC_89410,0
ZC_96157,0
ZC_89449,0
ZC_98101,0
ZC_92516,train
ZC_98424,0
ZC_40223,train
ZC_32306,train
ZC_85013,train
ZC_7703,test
ZC_60473,0
ZC_98661,0
ZC_70114,0
ZC_97302,train
ZC_76177,train
ZC_22307,train
ZC_23231,train
ZC_92840,train
ZC_16501,train
ZC_10956,val
ZC_87105,train
ZC_80512,train
ZC_28033,train
ZC_90853,0
ZC_75209,train
ZC_47713,train
ZC_16159,train
ZC_17109,train
ZC_17102,train
ZC_45405,0
ZC_77015,train
ZC_28616,train
ZC_35127,0
ZC_67220,train
ZC_90065,train
ZC_75137,train
ZC_7420,train
ZC_92835,test
ZC_20743,train
ZC_17043,train
ZC_39204,train
ZC_45414,0
