,State,County,County_FIPS_Code,Population_2010,CO_8hr_ppm,Pb_3mo,NO2_Am_ppb,NO2_1h_ppb,O3_8hr_ppm,PM10_24hr,PM25_AM,PM25_24hr,SO2_1hr_ppb
1,Alabama,Baldwin County,01003,182265,,,,,0.063,,7.5,15,
2,Alabama,Clay County,01027,13932,,,,,,,7.4,15,
3,Alabama,Colbert County,01033,54428,,,,,0.05600000000000001,,,,
4,Alabama,DeKalb County,01049,71109,,,,,0.062,,,,
5,Alabama,Elmore County,01051,79303,,,,,0.05899999999999998,,,,
6,Alabama,Escambia County,01053,38319,,,,,,,,,
7,Alabama,Etowah County,01055,104430,,,,,0.063,,8.3,16,
8,Alabama,Houston County,01069,101547,,,,,0.05700000000000001,,8.1,17,
9,Alabama,Jefferson County,01073,658466,1,,12,50,0.074,106,10.4,21,41
10,Alabama,Madison County,01089,334811,,,,,0.063,34,7.4,14,
11,Alabama,Mobile County,01097,412992,,,,,0.05899999999999998,,8.3,17,22
12,Alabama,Montgomery County,01101,229363,,,,,0.06,33,9,16,
13,Alabama,Morgan County,01103,119490,,,,,0.064,,7.6,14,
14,Alabama,Pike County,01109,32899,,0.16,,,,,,,
15,Alabama,Russell County,01113,52947,,,,,0.061,,9.4,21,
16,Alabama,Shelby County,01117,195085,,,,,0.07000000000000002,,,,78
17,Alabama,Sumter County,01119,13763,,,,,0.05700000000000001,,,,4
18,Alabama,Talladega County,01121,82291,,,,,,,,,
19,Alabama,Tuscaloosa County,01125,194656,,,,,0.06,,7.9,15,
20,Alabama,Walker County,01127,67023,,,,,,,,,
21,Alaska,Anchorage Municipality,02020,291826,2,,,,,98,8.2,42,
22,Alaska,Bethel Census Area,02050,17013,,,,,,99,,,
23,Alaska,Denali Borough,02068,1826,,,,,0.053000000000000005,,,,
24,Alaska,Fairbanks North Star Borough,02090,97581,2,,,,0.04699999999999999,200,15.5,78,30
25,Alaska,Juneau City and Borough,02110,31275,,,,,,50,6.8,25,
26,Alaska,Kenai Peninsula Borough,02122,55400,,,,,,,,,
27,Alaska,Ketchikan Gateway Borough,02130,13477,,,,,,,,,
28,Alaska,Matanuska-Susitna Borough,02170,88995,,,,,,148,6.5,28,
29,Alaska,Skagway Municipality,02232,968,,,,,,,,,
30,Arizona,Apache County,04001,71518,,,,,,38,2.4,7,
31,Arizona,Cochise County,04003,131346,,,,,0.066,97,5.1,10,
32,Arizona,Coconino County,04005,134421,,,,,0.063,,,,
33,Arizona,Gila County,04007,53597,,0.16,,,0.075,191,,,191
34,Arizona,La Paz County,04012,20489,,,,,0.062,40,3.3,7,
35,Arizona,Maricopa County,04013,3817117,2,0.05,25,52,0.076,183,8.4,23,5
36,Arizona,Mohave County,04015,200186,,,,,,72,,,
37,Arizona,Navajo County,04017,107449,,,,,0.066,35,,,
38,Arizona,Pima County,04019,980263,1,,7,30,0.065,139,3.8,9,1
39,Arizona,Pinal County,04021,375770,,,,,0.072,990,10.9,30,
40,Arizona,Santa Cruz County,04023,47420,,,,,,108,8.8,25,
41,Arizona,Yavapai County,04025,211033,,,,,0.061,,,,
42,Arizona,Yuma County,04027,195751,,,,,0.065,174,7.9,16,
43,Arkansas,Arkansas County,05001,19019,,,,,,,7.9,19,
44,Arkansas,Ashley County,05003,21853,,,,,,,8.2,17,
45,Arkansas,Benton County,05007,221339,,,,,,,,,
46,Arkansas,Clark County,05019,22995,,,,,0.05700000000000001,,,,
47,Arkansas,Craighead County,05031,96443,,,,,,,,,
48,Arkansas,Crittenden County,05035,50902,,,8,40,0.064,,8.3,18,
49,Arkansas,Faulkner County,05045,113237,,,,,,,,,
50,Arkansas,Garland County,05051,96024,,,,,,,8.8,16,
51,Arkansas,Jackson County,05067,17997,,,,,,,8.2,18,
52,Arkansas,Jefferson County,05069,77435,,,,,,,,,
53,Arkansas,Marion County,05089,16653,,,,,,,,,
54,Arkansas,Miller County,05091,43462,,,,,,,,,
55,Arkansas,Mississippi County,05093,46480,,,,,,,,,
56,Arkansas,Newton County,05101,8330,,,,,0.05800000000000002,,,,
57,Arkansas,Phillips County,05107,21757,,,,,,,,,
58,Arkansas,Polk County,05113,20662,,,,,0.062,,8.6,17,
59,Arkansas,Pope County,05115,61754,,,,,,,,,
60,Arkansas,Pulaski County,05119,382748,1,,8,38,0.06,38,10.3,23,13
61,Arkansas,Sebastian County,05131,125744,,,,,,,,,
62,Arkansas,Union County,05139,41639,,,,,,,9,18,
63,Arkansas,Washington County,05143,203065,,,,,0.061,26,8,19,
64,Arkansas,White County,05145,77076,,,,,,,,,
65,California,Alameda County,06001,1510271,2,,15,48,0.072,,9.4,19,9
66,California,Amador County,06005,38091,,,,,0.067,,,,
67,California,Butte County,06007,220000,1,,7,35,0.063,53,,,
68,California,Calaveras County,06009,45578,,,,,0.066,43,5.5,13,
69,California,Colusa County,06011,21419,,,,,0.053000000000000005,110,7,24,
70,California,Contra Costa County,06013,1049025,2,,7,34,0.069,34,7.8,17,15
71,California,Del Norte County,06015,28610,,,,,,,,,
72,California,El Dorado County,06017,181058,,,,,0.071,43,,,
73,California,Fresno County,06019,930450,1,,20,63,0.08,234,11.2,37,6
74,California,Glenn County,06021,28122,,,,,0.05800000000000002,115,,,
75,California,Humboldt County,06023,134623,1,,2,17,0.046,44,6.8,18,1
76,California,Imperial County,06025,174528,3,,9,49,0.08,162,10.7,27,5
77,California,Inyo County,06027,18546,1,,,,0.069,529,5.2,16,0
78,California,Kern County,06029,839631,1,,12,56,0.084,382,13,47,
79,California,Kings County,06031,152982,,,8,49,0.076,469,12.2,45,
80,California,Lake County,06033,64665,,,,,0.051,21,3.1,8,
81,California,Los Angeles County,06037,9818605,3,0.02,23,78,0.101,159,11,28,8
82,California,Madera County,06039,150865,,,6,29,0.075,155,,,
83,California,Marin County,06041,252409,1,,8,40,0.05899999999999998,30,6.4,14,
84,California,Mariposa County,06043,18251,,,,,0.071,124,,,
85,California,Mendocino County,06045,87841,,,,,0.051,38,6,16,
86,California,Merced County,06047,255793,,,6,34,0.072,80,9.6,30,
87,California,Modoc County,06049,9686,,,,,,,,,
88,California,Mono County,06051,14202,,,,,,3427,8.5,33,
89,California,Monterey County,06053,415057,1,,4,26,0.05800000000000002,76,5.5,12,
90,California,Napa County,06055,136484,1,,5,29,0.06,29,5.9,14,
91,California,Nevada County,06057,98764,,,,,0.072,,6.3,16,
92,California,Orange County,06059,3010232,2,,19,50,0.08200000000000002,105,9.4,24,
93,California,Placer County,06061,348432,,,7,43,0.079,54,7.2,20,
94,California,Plumas County,06063,20007,,,,,,,12.2,43,
95,California,Riverside County,06065,2189641,1,0.01,14,53,0.096,243,12.7,36,1
96,California,Sacramento County,06067,1418788,1,,12,55,0.071,90,8.4,30,3
97,California,San Benito County,06069,55269,,,,,0.062,75,4.9,11,
98,California,San Bernardino County,06071,2035210,1,0.01,29,74,0.10600000000000002,165,12.8,36,7
99,California,San Diego County,06073,3095313,2,0.02,14,47,0.076,153,13.7,27,1
100,California,San Francisco County,06075,805235,1,,10,46,0.053000000000000005,,7.7,18,
101,California,San Joaquin County,06077,685306,1,,12,58,0.069,123,9.3,33,
102,California,San Luis Obispo County,06079,269637,,,4,27,0.07000000000000002,129,7,20,1
103,California,San Mateo County,06081,718451,1,,9,44,0.054,,7,17,
104,California,Santa Barbara County,06083,423895,1,,5,26,0.068,87,6.8,16,3
105,California,Santa Clara County,06085,1781642,2,0.07000000000000002,14,52,0.064,53,9.1,21,2
106,California,Santa Cruz County,06087,262382,,,,,0.052,,6.5,13,
107,California,Shasta County,06089,177223,,,,,0.063,32,6.7,23,
108,California,Siskiyou County,06093,44900,,,,,0.05600000000000001,,5.9,20,
109,California,Solano County,06095,413344,2,,7,41,0.066,35,8.6,19,4
110,California,Sonoma County,06097,483878,1,,4,28,0.05600000000000001,73,5.7,14,
111,California,Stanislaus County,06099,514453,1,,9,44,0.079,104,10.6,36,
112,California,Sutter County,06101,94737,,,6,40,0.065,78,8.4,27,
113,California,Tehama County,06103,63463,,,,,0.066,33,5.4,15,
114,California,Trinity County,06105,13786,,,,,,,,,
115,California,Tulare County,06107,442179,,,10,55,0.083,284,12.9,46,
116,California,Tuolumne County,06109,55365,,,,,0.069,,,,
117,California,Ventura County,06111,823318,,,7,34,0.072,163,7.3,17,
118,California,Yolo County,06113,200849,,,4,24,0.065,72,,,
119,Colorado,Adams County,08001,441603,1,,17,62,0.06,111,9,23,6
120,Colorado,Arapahoe County,08005,572003,,,,,0.073,,6,27,
121,Colorado,Archuleta County,08007,12084,,,2,,0.062,50,,,
122,Colorado,Boulder County,08013,294567,,,,,0.069,52,7.4,36,
123,Colorado,Clear Creek County,08019,9088,,,,,0.067,,,,
124,Colorado,Delta County,08029,30952,,,2,12,0.05899999999999998,25,3.7,7,
125,Colorado,Denver County,08031,600158,2,,27,69,0.067,73,10,29,7
126,Colorado,Douglas County,08035,285465,,,,,0.078,,6.2,25,
127,Colorado,Elbert County,08039,23086,,,,,,,,,
128,Colorado,El Paso County,08041,622263,2,,,,0.065,32,5,13,10
129,Colorado,Fremont County,08043,46824,,,,,,,,,
130,Colorado,Garfield County,08045,56389,,,4,,0.063,21,3.5,8,
131,Colorado,Gilpin County,08047,5441,,,,,0.064,,,,
132,Colorado,Gunnison County,08051,15324,,,,,0.066,,,,
133,Colorado,Jefferson County,08059,534543,,,4,,0.075,,,,
134,Colorado,La Plata County,08067,51334,0,,5,,0.063,26,,,
135,Colorado,Larimer County,08069,299630,1,,,,0.071,,6,20,
136,Colorado,Mesa County,08077,146723,1,,,,0.063,33,5,15,
137,Colorado,Montezuma County,08083,25535,,,,,0.065,,,,
138,Colorado,Park County,08093,16206,,,,,,,,,
139,Colorado,Pitkin County,08097,17148,,,,,,34,,,
140,Colorado,Prowers County,08099,12551,,,,,,95,,,
141,Colorado,Pueblo County,08101,159063,,,,,,50,4.7,8,
142,Colorado,Rio Blanco County,08103,6666,,,3,25,0.064,,7.9,12,
143,Colorado,Routt County,08107,23509,,,,,,73,,,
144,Colorado,San Miguel County,08113,7359,,,,,,47,,,
145,Colorado,Weld County,08123,252825,1,,,,0.065,,9,26,
146,Connecticut,Fairfield County,09001,916829,2,,8,,0.084,43,7.8,20,3
147,Connecticut,Hartford County,09003,894014,1,,13,42,0.072,52,7.3,17,
148,Connecticut,Litchfield County,09005,189927,0,,,,0.062,21,4.6,11,2
149,Connecticut,Middlesex County,09007,165676,,,,,0.076,,,,
150,Connecticut,New Haven County,09009,862477,1,,12,46,0.084,67,7.7,18,2
151,Connecticut,New London County,09011,274055,,,,,0.075,30,6.5,16,
152,Connecticut,Tolland County,09013,152691,,,,,0.073,,,,
153,Connecticut,Windham County,09015,118428,,,,,0.066,,,,
154,Delaware,Kent County,10001,162310,,,,,0.062,,7.6,19,
155,Delaware,New Castle County,10003,538479,1,,10,,0.068,,7.8,21,10
156,Delaware,Sussex County,10005,197145,,,,,0.065,,7.6,21,1
157,District of Columbia,District of Columbia,11001,601723,2,,14,49,0.071,46,8.9,24,5
158,Florida,Alachua County,12001,247336,,,,,0.06,,7.1,16,
159,Florida,Baker County,12003,27115,,,,,0.061,,,,
160,Florida,Bay County,12005,168852,,,,,0.062,,,,
161,Florida,Brevard County,12009,543376,,,,,0.05800000000000002,47,,,
162,Florida,Broward County,12011,1748066,2,,15,48,0.05800000000000002,49,8.9,18,1
163,Florida,Citrus County,12017,141236,,,,,,,,,11
164,Florida,Collier County,12021,321520,,,,,0.05899999999999998,,,,
165,Florida,Columbia County,12023,67531,,,,,0.063,,,,
166,Florida,Duval County,12031,864263,1,,11,39,0.065,57,8.6,20,22
167,Florida,Escambia County,12033,297619,,,,,0.064,,8.4,20,12
168,Florida,Flagler County,12035,95696,,,,,0.05600000000000001,,,,
169,Florida,Hamilton County,12047,14799,,,,,,,,,10
170,Florida,Highlands County,12055,98786,,,,,0.05899999999999998,,,,
171,Florida,Hillsborough County,12057,1229226,1,0.09,10,37,0.07000000000000002,64,,,11
172,Florida,Holmes County,12059,19927,,,,,0.06,,,,
173,Florida,Indian River County,12061,138028,,,,,0.05899999999999998,,,,
174,Florida,Lake County,12069,297052,,,,,0.067,,,,
175,Florida,Lee County,12071,618754,,,,,0.062,51,7.4,14,
176,Florida,Leon County,12073,275487,,,,,0.063,,7.7,20,
177,Florida,Liberty County,12077,8365,,,,,0.05800000000000002,,,,
178,Florida,Manatee County,12081,322833,,,,,0.068,,,,5
179,Florida,Marion County,12083,331298,,,,,0.062,,,,
180,Florida,Martin County,12085,146318,,,,,0.06,,,,
181,Florida,Miami-Dade County,12086,2496435,1,,11,47,0.06,54,7.7,19,
182,Florida,Nassau County,12089,73314,,,,,,,,,41
183,Florida,Okaloosa County,12091,180822,,,,,0.063,65,,,
184,Florida,Orange County,12095,1145956,1,,4,30,0.065,47,6.5,16,3
185,Florida,Osceola County,12097,268685,,,,,0.072,,,,
186,Florida,Palm Beach County,12099,1320134,,,,,0.05899999999999998,51,6.7,18,
187,Florida,Pasco County,12101,464697,,,,,0.064,,,,
188,Florida,Pinellas County,12103,916542,1,,8,28,0.067,58,7.7,17,8
189,Florida,Polk County,12105,602095,,,,,0.067,57,7.7,19,26
190,Florida,Putnam County,12107,74364,,,,,,60,,,9
191,Florida,St. Lucie County,12111,277789,,,,,0.05899999999999998,,,,
192,Florida,Santa Rosa County,12113,151372,,,,,0.065,,,,
193,Florida,Sarasota County,12115,379448,,,,,0.065,54,6.8,15,
194,Florida,Seminole County,12117,422718,,,,,0.062,49,6.9,15,
195,Florida,Volusia County,12127,494593,,,,,0.05600000000000001,50,7.5,16,
196,Florida,Wakulla County,12129,30776,1,,,,0.05800000000000002,,,,
197,Georgia,Bibb County,13021,155547,,,,,0.066,,9.1,17,3
198,Georgia,Chatham County,13051,265128,,,,,0.06,,,,50
199,Georgia,Chattooga County,13055,26015,,,,,0.06,,,,
200,Georgia,Clarke County,13059,116714,,,,,0.063,,9.8,21,
201,Georgia,Clayton County,13063,259424,,,,,,,8.7,17,
202,Georgia,Cobb County,13067,688078,,,,,0.067,,8.6,18,
203,Georgia,Coffee County,13069,42356,,,,,,,7.2,17,
204,Georgia,Columbia County,13073,124053,,,,,0.06,,,,
205,Georgia,Dawson County,13085,22330,,,,,0.062,,,,
206,Georgia,DeKalb County,13089,691893,1,,15,50,0.073,40,8.4,19,2
207,Georgia,Dougherty County,13095,94565,,,,,,,9.3,26,
208,Georgia,Douglas County,13097,132403,,,,,0.072,,,,
209,Georgia,Floyd County,13115,96317,,,,,,,,,22
210,Georgia,Fulton County,13121,920581,2,,16,,0.075,28,9.5,19,5
211,Georgia,Glynn County,13127,79626,,,,,0.06,,7.6,17,
212,Georgia,Gwinnett County,13135,805321,,,,,0.068,,10.8,24,
213,Georgia,Hall County,13139,179684,,,,,,,9.3,19,
214,Georgia,Henry County,13151,203922,,,,,0.075,,,,
215,Georgia,Houston County,13153,139900,,,,,,,9.5,19,
216,Georgia,Lowndes County,13185,109233,,,,,,,7.6,15,
217,Georgia,Murray County,13213,39628,,,,,0.067,,,,
218,Georgia,Muscogee County,13215,189885,,0.03,,,0.063,,9.1,20,
219,Georgia,Paulding County,13223,142324,,,,,,,,,
220,Georgia,Pike County,13231,17869,,,,,0.068,,,,
221,Georgia,Richmond County,13245,200549,,,,,0.066,25,10.7,22,49
222,Georgia,Rockdale County,13247,85215,,,,,0.072,,,,
223,Georgia,Sumter County,13261,32819,,,,,0.062,,,,
224,Georgia,Walker County,13295,68756,,,,,,,9,19,
225,Georgia,Washington County,13303,21187,,,,,,,8.2,17,
226,Georgia,Wilkinson County,13319,9563,,,,,,,,,
227,Hawaii,Hawaii County,15001,185079,,,,,,,3.2,8,11
228,Hawaii,Honolulu County,15003,953207,1,,4,28,0.053000000000000005,32,3.9,8,62
229,Hawaii,Kauai County,15007,67091,,,4,38,,,2.9,8,
230,Hawaii,Maui County,15009,154834,,,,,,,4.1,17,
231,Idaho,Ada County,16001,392365,1,,,,0.05700000000000001,62,5.2,15,3
232,Idaho,Bannock County,16005,82839,,,,,,67,,,39
233,Idaho,Benewah County,16009,9285,,,,,,,9.9,35,
234,Idaho,Boise County,16015,7028,,,,,,,,,
235,Idaho,Bonner County,16017,40877,,,,,,40,,,
236,Idaho,Bonneville County,16019,104234,,,,,,,,,
237,Idaho,Boundary County,16021,10972,,,,,,,,,
238,Idaho,Butte County,16023,2891,,,,,0.05800000000000002,,,,
239,Idaho,Canyon County,16027,188923,,,,,,83,6.9,25,
240,Idaho,Caribou County,16029,6963,,,,,,,,,44
241,Idaho,Franklin County,16041,12786,,,,,,,5.8,30,
242,Idaho,Gem County,16045,16719,,,,,,,,,
243,Idaho,Idaho County,16049,16267,,,,,0.052,,,,
244,Idaho,Jerome County,16053,22374,,,,,,,3.9,9,
245,Idaho,Kootenai County,16055,138494,,,,,,,,,
246,Idaho,Latah County,16057,37244,,,,,,,,,
247,Idaho,Lemhi County,16059,7936,,,,,,,8.3,32,
248,Idaho,Nez Perce County,16069,39265,,,,,,,,,
249,Idaho,Power County,16077,7817,,,,,,,,,
250,Idaho,Shoshone County,16079,12765,,,,,,43,9.6,32,
251,Idaho,Twin Falls County,16083,77230,,,,,,,,,
252,Idaho,Valley County,16085,9862,,,,,,,,,
253,Illinois,Adams County,17001,67103,,,,,0.062,,,,
254,Illinois,Champaign County,17019,201081,,,,,0.062,,7.8,20,4
255,Illinois,Clark County,17023,16335,,,,,0.06,,,,
256,Illinois,Cook County,17031,5194675,2,0.01,17,56,0.071,70,10.8,26,11
257,Illinois,DuPage County,17043,916924,,,,,0.07000000000000002,,,,
258,Illinois,Effingham County,17049,34242,,,,,0.063,,,,
259,Illinois,Hamilton County,17065,8457,,,,,0.064,,8.3,17,
260,Illinois,Jersey County,17083,22985,,,,,0.069,,8,17,
261,Illinois,Jo Daviess County,17085,22678,,,,,0.05899999999999998,,,,
262,Illinois,Kane County,17089,515269,,,,,0.071,,8.7,25,
263,Illinois,Lake County,17097,703462,,,,,0.066,,,,
264,Illinois,LaSalle County,17099,113924,,,,,,,,,22
265,Illinois,McHenry County,17111,308760,,,,,0.07000000000000002,,7.8,19,
266,Illinois,McLean County,17113,169572,,,,,0.063,,9.2,21,
267,Illinois,Macon County,17115,110768,,,,,0.063,,9.5,20,42
268,Illinois,Macoupin County,17117,47765,,,2,15,0.063,,,,5
269,Illinois,Madison County,17119,269282,,0.15,,,0.07000000000000002,99,10.5,25,9
270,Illinois,Monroe County,17133,32957,,,,,,,,,
271,Illinois,Peoria County,17143,186494,,,,,0.064,,8,19,
272,Illinois,Randolph County,17157,33476,,,,,0.06,,,,
273,Illinois,Rock Island County,17161,147546,,,,,0.066,,8.6,20,
274,Illinois,St. Clair County,17163,270056,1,,9,39,0.064,,9.1,23,11
275,Illinois,Sangamon County,17167,197465,,,,,0.062,,8.2,18,
276,Illinois,Tazewell County,17179,135394,,,,,,,,,17
277,Illinois,Wabash County,17185,11947,,,,,,,,,31
278,Illinois,Will County,17197,677560,,,,,0.06,,9.7,21,
279,Illinois,Winnebago County,17201,295266,,,,,0.066,,,,
280,Indiana,Allen County,18003,355329,,,,,0.063,,9,22,
281,Indiana,Bartholomew County,18005,76794,,,,,0.062,,6.9,16,
282,Indiana,Boone County,18011,56640,,,,,0.066,,,,
283,Indiana,Brown County,18013,15242,,,,,0.05899999999999998,,,,
284,Indiana,Carroll County,18015,20155,,,,,0.061,,,,
285,Indiana,Clark County,18019,110232,,,,,0.064,,7.2,14,
286,Indiana,Daviess County,18027,31648,,,,,,,,,12
287,Indiana,Delaware County,18035,117671,,0.03,,,0.05899999999999998,,8.3,19,
288,Indiana,Dubois County,18037,41889,,,,,,30,8.4,19,
289,Indiana,Elkhart County,18039,197559,,,,,0.05800000000000002,,,,
290,Indiana,Floyd County,18043,74578,,,,,0.063,,,,
291,Indiana,Gibson County,18051,33503,,,,,,,,,41
292,Indiana,Greene County,18055,33165,,,,,0.062,,7.7,16,
293,Indiana,Hamilton County,18057,274569,,,,,0.064,,8.3,17,
294,Indiana,Hendricks County,18063,145448,,,,,0.05899999999999998,,,,
295,Indiana,Henry County,18065,49462,,,,,,,7.7,17,
296,Indiana,Howard County,18067,82752,,,,,0.063,,7.3,18,
297,Indiana,Huntington County,18069,37124,,,,,0.06,,,,
298,Indiana,Jackson County,18071,42376,,,,,0.06,,,,
299,Indiana,Knox County,18083,38440,,,,,0.061,,,,
300,Indiana,Lake County,18089,496005,2,0.19,9,,0.065,73,10.3,25,20
301,Indiana,LaPorte County,18091,111467,,,,,0.071,,7.9,24,
302,Indiana,Madison County,18095,131636,,,,,0.064,,8.4,17,
303,Indiana,Marion County,18097,903393,2,,9,37,0.067,57,12.6,27,
304,Indiana,Monroe County,18105,137974,,,,,,,7.3,16,
305,Indiana,Montgomery County,18107,38124,,,,,,,,,
306,Indiana,Morgan County,18109,68894,,,,,0.064,,,,
307,Indiana,Perry County,18123,19338,,,,,0.063,,,,
308,Indiana,Pike County,18125,12845,,,,,,,,,
309,Indiana,Porter County,18127,164343,,0.01,,,0.071,69,,,79
310,Indiana,Posey County,18129,25910,,,,,0.061,,,,
311,Indiana,St. Joseph County,18141,266931,,,9,40,0.065,,8.3,22,
312,Indiana,Shelby County,18145,44436,,,,,0.063,,,,
313,Indiana,Spencer County,18147,20952,,,,,,,8,18,
314,Indiana,Sullivan County,18153,21475,,,,,,,8.1,16,
315,Indiana,Tippecanoe County,18157,172780,,,,,,,8.8,18,
316,Indiana,Vanderburgh County,18163,179703,1,,8,32,0.064,27,8.7,21,8
317,Indiana,Vigo County,18167,107848,,,,,0.063,31,9.6,21,4
318,Indiana,Wabash County,18169,32888,,,,,0.064,,,,
319,Indiana,Warrick County,18173,59689,,,,,0.062,,,,
320,Indiana,Whitley County,18183,33292,,,,,,,8,22,
321,Iowa,Black Hawk County,19013,131090,,,,,,,7.7,20,
322,Iowa,Bremer County,19017,24276,,,,,0.062,,,,
323,Iowa,Cerro Gordo County,19033,44151,,,,,,41,,,
324,Iowa,Clinton County,19045,49116,,,,,0.05800000000000002,,9,25,15
325,Iowa,Delaware County,19055,17764,,,,,,,,,
326,Iowa,Emmet County,19063,10302,,,,,,,,,
327,Iowa,Harrison County,19085,14928,,,,,0.062,,,,
328,Iowa,Johnson County,19103,130882,,,,,,,7.6,20,
329,Iowa,Lee County,19111,35862,,,,,,,8.3,20,
330,Iowa,Linn County,19113,211226,,,,,0.06,38,7.9,20,25
331,Iowa,Montgomery County,19137,10740,,,,,0.05899999999999998,,6.5,15,
332,Iowa,Muscatine County,19139,42745,,,,,,36,8.1,23,25
333,Iowa,Palo Alto County,19147,9421,,,,,0.065,,6.4,20,
334,Iowa,Polk County,19153,430640,1,,6,37,0.064,39,7,19,
335,Iowa,Pottawattamie County,19155,93158,,0.06,,,,48,7.7,18,
